v0,theta_deg,hit
74.32568407,58.6447118,1
146.915155,75.18451375,0
134.2364225,63.59382056,0
19.67191714,56.64394241,0
111.7667733,70.39872263,0
66.91521598,73.91932648,0
74.89664698,63.50058353,0
104.6333507,52.20141414,0
105.6070157,85.9938684,0
54.61810434,88.40801323,0
138.548185,58.75985954,1
160.3578415,78.47152293,0
10.36023124,54.71977851,0
15.51426438,54.16749465,0
27.52205018,76.92576447,0
186.1873308,55.6773874,0
182.4383069,73.81876781,0
125.3342507,66.59207838,0
197.4434211,60.05694319,1
193.1806909,59.74180172,1
186.1266706,52.50992161,0
180.5092865,88.48381763,0
78.52967825,58.34747502,1
121.4987323,71.84961112,0
50.76736677,68.05431901,0
199.7630958,69.68886954,0
97.14704008,64.37706718,0
82.51878917,78.02026127,0
36.1581483,52.61576355,0
19.0236404,76.48135238,0
19.1902488,86.46158236,0
177.3928155,86.4643535,0
85.77931122,70.25126851,0
186.1997509,65.82926281,0
19.30366993,76.11516813,0
119.0612982,81.58328038,0
163.2954947,88.59201616,0
67.90703355,71.62140661,0
96.40914317,71.46090816,0
21.87450465,87.54000293,0
135.3323377,66.95447194,0
157.944257,72.92284388,0
46.25776745,70.76571473,0
142.0228659,54.71769947,0
13.16313199,85.74724719,0
184.8426124,64.70604728,0
199.7273045,70.53816638,0
149.8460899,68.87981199,0
154.9988313,81.24200908,0
44.34307349,65.50058528,1
45.79169697,64.89045165,1
172.105691,52.74581653,0
21.23010492,55.30514412,0
91.34609728,70.05204015,0
66.34587885,85.33395332,0
57.93374669,83.23601442,0
167.5789657,69.4059406,0
192.4076023,50.52658637,0
105.1734599,55.25810783,0
37.75161528,89.53043187,0
82.44212852,56.86506911,0
52.34626855,71.43924555,0
113.6838196,68.11766486,0
98.44670868,61.27124796,1
22.2054069,89.02227469,0
186.5348774,77.15688395,0
185.0803987,84.74255077,0
51.8092497,54.15440772,0
162.7879676,62.53293436,0
111.5789693,58.70770736,1
15.14135126,55.97627321,0
127.6779508,77.57903912,0
13.80142941,76.24633421,0
20.83438259,77.00960326,0
60.53866618,53.5196485,0
137.6887648,50.24088668,0
133.5632167,77.87954401,0
37.65160215,85.05386539,0
183.1444161,76.92936743,0
191.5363592,61.68470774,1
18.4022099,89.8242637,0
173.6606909,59.14462813,1
153.6029181,89.49716071,0
105.8938369,67.51872746,0
144.5037118,87.46073655,0
118.5812931,53.06864529,0
171.7930367,89.72999182,1
117.3542095,73.96964837,0
173.4022992,72.37016381,0
93.66698357,87.41813445,0
69.12915052,60.37094082,1
183.5406486,53.22175677,0
123.6095583,89.07819102,0
40.77734604,54.3474995,0
41.20300981,57.03018269,0
36.98352759,81.82556164,1
187.9897557,81.76282408,0
133.866366,58.15105983,1
196.7628519,88.845024,0
135.8848348,67.96326202,0
166.0824517,77.69381276,0
97.78832619,63.84254835,0
173.5261987,74.06626889,0
142.8432163,58.71396215,1
126.9454115,87.64034791,0
27.36168032,69.48560652,0
94.74049557,86.55518499,0
42.18787032,79.95605988,0
190.4125676,59.27694135,1
79.53881313,85.63503854,0
84.67696364,89.49698078,0
61.78749573,84.79482679,0
173.3530502,83.62705591,0
104.1470587,53.10169771,0
46.94068482,84.42927695,0
30.32650471,60.31541257,0
116.788526,67.42261102,0
94.71936744,62.75685344,1
178.158659,65.88079432,0
124.1549489,84.25964362,0
143.1486619,64.39374996,0
27.5074428,60.20792959,0
122.6090471,57.22236289,1
162.3731963,63.98552975,0
111.6477617,51.3002121,0
162.4074495,77.49351233,0
73.96787136,68.11887819,0
20.3224916,68.43562675,0
86.65268074,63.63418568,0
55.60972185,61.19686053,1
12.39511425,84.77058619,0
169.196906,89.60426801,0
163.0091025,85.36549454,0
179.2862613,62.06383664,1
158.0796194,88.0561819,0
38.3444676,61.09688174,0
162.2402197,58.78551493,1
39.86849761,84.23910454,0
71.86933054,55.76211831,0
36.34246346,79.46390872,0
32.21139478,70.18200785,0
148.3202833,85.77103753,0
99.88761651,80.54157495,0
57.78415184,61.54585855,1
175.3763353,69.98615486,0
161.9118818,53.08296354,0
198.1252359,53.63186792,0
116.9521536,63.36221894,0
77.1131988,71.11402923,0
173.278828,77.43284284,0
162.3164408,81.13256697,0
181.5917472,82.82979462,0
125.977222,53.8824181,0
117.2390547,50.16799715,0
44.26975358,59.15013387,0
161.3649506,60.89918074,1
174.2567697,53.67774452,0
79.35640117,86.08826379,0
163.4296537,56.26834441,0
23.56292758,61.25451141,0
155.9535237,50.61454387,0
102.6308446,59.48755732,1
41.49026205,65.09875681,1
114.0857597,85.19100242,0
183.1660761,69.45270851,0
188.0205426,81.7667349,0
15.18420816,54.3811778,0
130.5947781,72.36592274,0
76.77046431,55.50872604,0
141.0896379,87.83390145,0
95.23813581,89.61159033,0
116.5388199,63.77802052,0
56.28732211,88.37013687,0
28.48008193,73.63201448,0
109.145289,76.64141334,0
30.52900555,57.94987586,0
98.68425673,70.2630327,0
92.56737203,74.31489393,0
163.6371941,56.55386583,1
113.8628606,52.90715791,0
32.53337956,83.48388976,0
107.4873257,86.45246163,0
82.1597283,69.1839676,0
159.204087,69.61559458,0
128.0331252,75.84520597,0
198.6270069,77.71274843,0
171.4264183,75.29199822,0
40.21970512,69.91965993,0
21.89619953,83.08152761,0
52.56857504,51.77604811,0
106.38825,53.4967858,0
80.12640599,64.71184397,0
180.8334411,55.58466028,0
59.4879737,78.57315458,0
72.28340652,73.7533978,0
28.80007601,86.14112534,0
152.7010784,82.56238464,0
189.3695988,61.50678544,1
101.6925837,66.102626,0
151.2994718,80.03804193,0
24.77803021,50.37612326,0
103.3546744,54.9591146,0
103.5701096,84.30620683,0
190.4122607,65.90368207,0
167.218883,76.07517106,0
53.32959556,68.83365852,0
51.73124559,66.83752857,0
56.89467779,74.47261063,0
52.01360634,66.55217158,0
102.7382802,59.30366017,1
147.1922492,66.50468935,0
183.2772117,82.45865434,0
130.3281599,63.46601791,0
80.53794678,63.04457989,1
103.9828193,73.07754017,0
148.7313867,64.37412213,0
130.7378436,69.89577245,0
195.0962949,53.03286321,0
86.41184038,59.19012009,1
39.29991787,53.58224514,0
56.07799936,61.48279525,1
77.52892571,78.12655667,0
23.27060633,67.53771151,0
78.28318389,70.50913561,0
45.7566507,62.80874321,1
43.24979351,58.80522442,0
71.93562839,67.01047987,0
17.24843558,84.02104529,0
125.6961519,76.83354177,0
199.743441,66.53611937,0
23.39311955,57.96190626,0
159.3619444,89.85682553,0
156.623036,72.23321704,0
157.5491405,55.80530663,0
145.5259102,81.63678755,0
86.18395215,57.73170361,1
34.85291758,58.36487515,0
109.3587279,77.03064396,0
78.6163441,76.03220279,0
83.52978036,72.0126145,0
60.11254186,85.97200876,0
171.0460368,79.63469313,0
158.4956234,70.02516232,0
78.09426001,68.00188337,0
74.37502312,69.27734754,0
178.1083787,73.09134548,0
37.35406565,64.21822412,0
87.11386834,86.38852433,0
104.3333934,60.92222761,1
178.4445108,85.3596596,0
145.5905164,72.32431347,0
106.937382,68.56304606,0
27.3860464,79.11013399,0
196.6070129,63.55137259,0
27.97645073,83.32996672,0
89.2859656,57.92781076,1
90.29395261,72.66927097,0
25.70235332,54.75004442,0
36.18531735,64.15944649,0
71.07973098,66.20702126,0
47.22426285,50.21485481,0
95.04928531,83.98194992,0
197.9188521,83.71662697,0
173.5651132,51.40007064,0
148.0367706,75.5478323,0
49.06283829,69.95301501,0
122.1457909,51.4528985,0
47.68813799,71.3587599,0
195.5437714,50.28383307,0
145.9620912,74.84818963,0
169.4610997,55.701605,0
25.74496268,58.54520717,0
52.16990223,72.68112596,0
57.93865681,77.6255774,0
48.98825638,60.5146404,1
58.03913098,74.87264126,0
82.88255698,51.10919726,0
119.3939652,54.27252894,0
196.4822407,53.94332441,0
12.38300879,84.23945357,0
99.52907338,53.44433211,0
150.8044592,52.43728454,0
61.728884,56.24659085,0
53.53410471,69.03442242,0
15.34692953,73.05895303,0
41.08503515,77.43074627,0
156.1267665,62.40408525,0
192.7757289,85.05029678,0
102.7190517,66.47710507,0
11.38770948,68.04039484,0
120.6227001,78.31956176,0
67.6061136,67.18885288,0
109.220167,67.84214878,0
17.08052821,78.08832837,0
26.65366181,60.4491686,0
185.4073221,85.58935587,0
89.30887863,51.70540833,0
82.66009221,59.98419901,1
173.2129217,63.30660012,0
23.47998674,70.23294423,0
165.1637447,67.40634068,0
11.81519725,89.26077271,0
31.83979126,63.05081949,0
174.4292582,88.00239791,0
165.550775,86.8822354,0
185.9222107,55.71366627,0
54.15298145,70.12874002,0
188.2357105,54.46648209,0
59.3825752,73.47464614,0
64.23653965,55.64989413,0
162.3019803,62.37477212,0
51.66330889,81.17037777,0
73.35760231,89.29535439,0
180.285634,66.36383792,0
113.5056121,64.9990141,0
137.9803739,65.90535042,0
14.16136925,86.41475253,0
140.5718473,75.25832887,0
112.322337,70.9206889,0
59.54331344,59.34475171,1
30.47146203,66.34871194,0
48.41384024,59.24619395,0
129.5675551,72.58050732,0
115.7386009,54.56050949,0
183.1771868,88.5382412,0
47.89446651,56.17716702,0
40.43678204,76.96875859,0
65.65844937,74.02208409,0
154.5977927,50.90279334,0
84.10812402,89.11091749,0
119.465061,76.0778999,0
89.21796537,88.58019955,0
121.7970608,75.60810669,0
22.61879479,51.58613361,0
164.4725209,65.2856742,0
93.49652046,79.08704043,0
93.25889511,84.98256584,0
54.86977987,59.2118616,0
112.4671666,50.19154605,0
75.85410959,59.60617755,1
79.64571233,68.55692697,0
27.25469404,50.71846722,0
59.24305714,51.34309075,0
132.3654221,78.41509791,0
115.0133678,63.97948997,0
191.6927929,85.45401221,0
179.7085689,50.18133973,0
183.3756019,62.99937699,0
178.7563581,73.89940779,0
141.6712067,86.20354457,0
22.4514743,71.2685088,0
29.47389907,54.84044257,0
82.12124266,55.64884167,0
184.4136733,85.66060748,0
143.2849383,73.89393963,0
108.4089702,75.45078591,0
104.4105857,59.52461301,1
39.88573381,73.75056631,0
124.5575465,69.54344806,0
136.0785695,53.15956915,0
148.9749113,54.57643303,0
48.36296271,76.40324736,0
105.5660104,80.52072589,0
37.05345589,54.13355575,0
197.0437609,56.57475108,1
43.32096694,55.10586445,0
128.6861578,86.34484101,0
162.9302076,68.32040737,0
54.06255584,68.42979326,0
34.11600493,69.23346058,1
46.70121215,68.64759781,0
76.45578781,76.08329039,0
84.40200477,73.64959484,0
144.6613505,77.9145967,0
21.14675575,77.38660822,0
159.9770209,72.88130703,0
54.86589979,88.63027951,0
15.44085872,57.90842032,0
48.70584764,81.44781147,0
61.88686633,61.99735971,1
28.57555981,86.74764746,0
48.25468563,89.77134956,0
20.04830386,82.65080868,0
122.2737093,86.61787248,0
51.63568503,52.10973427,0
180.4467578,59.27057233,1
175.5504414,63.65833691,0
39.43614586,60.59038774,0
145.8810246,64.40631523,0
100.2228135,87.28010629,0
129.6137953,88.95718269,0
158.752678,53.70455664,0
95.39954888,85.17924168,0
33.52386101,78.44502255,1
184.3175543,81.87593886,0
93.90910025,75.33450499,0
120.2792367,73.05132957,0
67.07669703,76.00550478,0
62.40134355,76.39553925,0
104.3400841,78.28255577,0
167.2688604,57.61933303,1
133.1947154,65.76780006,0
123.5960849,51.18816297,0
138.2205664,73.81200058,0
32.18887301,75.75209578,1
178.6371864,86.53699089,0
74.15772821,70.68908042,0
28.02514896,60.29474652,0
15.2951953,60.44182853,0
116.4395801,72.26173763,0
128.0697132,80.82146061,0
43.26058184,52.69018698,0
173.2568202,81.85859264,0
178.5142015,75.2246568,0
34.25216284,73.98067378,0
197.9942912,77.03668614,0
161.7826301,88.97490191,0
181.4203762,66.41433319,0
10.92923653,68.75668156,0
134.1182244,72.7120108,0
191.7198092,75.93021269,0
191.6230912,68.74232256,0
62.55939547,66.62692239,0
28.6141291,64.12295631,0
144.9826085,70.85797242,0
179.3049582,57.96850343,1
73.85038264,53.9577923,0
34.60787615,86.31047538,0
150.4416351,57.71948191,1
12.64596575,53.87326627,0
125.9178757,73.40892321,0
18.45580122,72.25730489,0
62.09986395,55.37224637,0
87.60929765,57.00508179,0
154.3268248,55.36604717,0
120.4311019,69.23674453,0
196.0378502,69.12947939,0
101.5368897,57.72792896,1
154.3070077,81.12703552,0
77.22480169,66.64473686,0
10.09824273,82.52179387,0
83.75315229,72.69627838,0
52.06291892,50.77270315,0
74.6575565,69.7910103,0
57.87515105,62.8548642,1
59.80896797,68.78591159,0
103.5036509,82.52931297,0
86.22557875,51.06622824,0
89.03309562,61.18646454,1
75.23188682,74.59475878,0
190.1944642,52.61338435,0
49.51583222,86.75343126,0
95.24549001,74.89439581,0
34.74871014,70.97160077,1
98.59548586,51.58259801,0
60.52389718,85.93235236,0
158.0241776,73.47141746,0
23.32555443,73.08164733,0
36.20056712,78.71025405,0
152.0611217,67.66383584,0
164.3129809,69.91399426,0
170.6609444,86.26594217,0
78.57551929,55.52993996,0
46.71305902,85.48841346,1
91.3458498,55.79692148,0
139.2807548,67.96651929,0
195.8260185,74.90873599,0
23.54966443,58.58375412,0
157.6292691,69.71756495,0
25.00702566,82.22062122,0
119.3284059,76.78081694,0
88.81040743,81.2991048,0
96.10107873,75.21808773,0
61.43148671,86.76226865,0
97.41710111,72.30595636,0
175.8758679,72.9180818,0
60.46985842,61.63645609,1
188.8478757,66.83743098,0
38.33681608,70.64801319,0
89.3369402,50.59116465,0
51.56011806,87.27373682,0
133.7761658,71.09345929,0
14.85070522,78.7909368,0
35.75625412,68.99215403,1
124.5278102,88.19764657,0
169.2190728,70.54072263,0
198.1824121,74.3132636,0
115.9684502,67.81786531,0
98.88270544,60.08331673,1
88.81635143,60.17719766,1
154.4886339,68.36620904,0
136.3672627,87.51569097,0
42.71111536,75.51546392,0
153.6949991,66.53361282,0
122.9270011,74.46982377,0
173.3899949,62.08634822,1
102.7929279,52.59696212,0
194.8068478,83.26440436,0
90.9214113,76.28020266,0
57.75924593,59.6072663,1
118.1007756,81.62034941,0
182.1231522,84.37924409,0
45.86599651,52.97743371,0
172.630738,69.99874288,0
93.17460922,53.18737536,0
179.0652069,80.7089051,0
32.62089577,63.49370726,0
105.282394,73.69829899,0
181.6677344,81.48067434,0
31.15940627,66.31352263,0
58.13219572,79.4411361,0
173.2672717,61.393782,1
67.82870937,82.03208062,0
57.38821327,79.52951645,0
123.1540776,56.43706306,0
38.173226,75.63104377,0
48.75103673,87.42503026,0
91.23481663,61.21210108,1
164.0011205,89.79271466,0
76.36929804,85.21241531,0
126.3840892,64.25565014,0
148.5294133,84.73947191,0
78.35632859,59.32155812,1
42.07964397,55.70575493,0
22.8656274,61.63352022,0
105.2878724,59.16804582,1
36.12110977,82.40890768,0
103.1623321,51.51831396,0
135.507005,60.74589271,1
98.69756277,80.82954273,0
119.6943568,56.13984645,0
100.4484049,83.78494495,0
123.6715517,63.14844794,0
125.3400278,80.04531229,0
147.3062133,50.93203364,0
116.3894497,73.66338155,0
138.2352754,83.14949574,0
12.26002317,70.43809899,0
83.25566674,53.67495033,0
135.1534349,54.88483622,0
14.28824853,89.17205583,0
169.5765353,64.54594411,0
87.85824603,63.04332148,0
44.17142315,50.24175681,0
132.0308211,79.10356924,0
15.19419862,54.18944374,0
154.7016343,65.65456633,0
41.81441381,64.69019718,1
67.47380674,59.44922232,1
107.8910082,87.60250503,0
176.7998349,75.87841444,0
119.2221815,83.20909565,0
114.1848541,87.0110083,0
159.9048536,89.49936237,0
143.0655813,83.47822901,0
141.189748,89.78918719,0
122.0006952,66.46218944,0
103.757078,76.73738969,0
154.8924127,62.10447369,1
30.98860183,67.26156821,0
82.02163218,82.00832732,0
79.48039089,53.9776788,0
148.9768022,62.40166451,0
65.6078367,62.37284981,1
32.30932535,64.4016397,0
81.49616408,51.34728904,0
162.6127163,65.78094717,0
133.8127306,88.43296716,0
58.14186734,52.36712687,0
168.3813083,68.13224557,0
119.7874833,71.54926778,0
120.444887,84.53394005,0
73.01505164,89.44579157,0
94.0339487,83.40150373,0
26.88477272,51.65671999,0
104.3537032,77.1233046,0
47.26918665,77.96761933,0
133.2990821,78.73547415,0
112.0357665,63.50546287,0
155.4827658,61.79432543,1
180.6516409,70.67950244,0
63.82887715,53.48556493,0
62.75206018,63.47763136,1
131.8520227,77.04286203,0
44.70538181,54.33405629,0
198.5923809,62.68400755,0
36.4696965,76.47536728,0
196.7226258,87.48809409,0
156.7675018,74.46664319,0
60.36263367,81.49264075,0
184.9634816,52.69928411,0
47.68878683,52.4808924,0
21.49627605,81.35870929,0
49.26239622,64.46384265,1
64.11704911,80.47033919,0
98.57117577,81.19426098,0
54.61811814,74.67209687,0
89.75799297,73.50120795,0
95.8490697,85.30395435,0
112.1949705,57.66515175,1
196.7446065,89.54093603,0
47.70488184,56.58811638,0
175.612301,51.79197388,0
24.58634042,72.52250872,0
163.9599989,55.4824606,0
46.9828879,67.11815156,0
25.04806138,80.49858553,0
47.60126919,80.46190713,0
149.5794002,81.75309639,0
37.99558774,51.74869155,0
98.61527133,77.2961561,0
100.7394807,52.76052157,0
87.72016555,56.62890215,0
139.7334675,62.21692674,1
13.88133548,74.88625288,0
199.3256771,53.40357782,0
101.7822245,61.36720649,1
176.6380795,52.05639298,0
75.12733739,84.22372126,0
76.64362681,81.82976178,0
33.32794745,67.06584806,0
96.32690049,75.41898754,0
158.5988801,60.06879017,1
192.4267832,88.33928297,0
132.858151,75.6092319,0
125.3326971,81.74448068,0
93.24204533,75.56624282,0
182.2603566,67.14832949,0
80.92771857,60.83535811,1
77.09393503,50.09022072,0
178.2614633,53.60200321,0
75.42747705,70.2635484,0
46.6261996,70.29310852,0
181.2147207,72.30565773,0
186.1831599,78.99720476,0
32.24932811,78.35097239,0
199.6617511,51.28066808,0
182.2534473,85.12159701,0
191.4194019,55.16395215,0
152.7824017,50.79982457,0
187.1295984,85.85125634,0
126.5122551,61.08841802,1
69.42208773,83.25795243,0
72.25627005,55.55613941,0
51.51148012,75.89696136,0
39.47351725,82.02681075,0
46.54563245,81.16031177,0
151.8265892,60.21817991,1
171.709685,52.6215186,0
128.8794081,84.29532263,0
20.74459332,56.62834026,0
182.9869256,73.34526187,0
60.4614856,85.54969878,0
90.2465804,69.07696723,0
78.54433484,62.04582465,1
120.3438182,85.24765362,0
89.93507636,70.40914382,0
140.5575754,59.09659596,1
54.08586098,82.78914063,0
72.3482857,77.82064269,0
42.26722729,74.08235484,0
147.0843089,69.44620427,0
192.4929826,81.5913684,0
111.3787053,63.98962558,0
99.35789154,78.9597932,0
39.26995646,86.63803047,0
100.2475098,72.13962913,0
69.73581228,65.56345411,0
42.26320916,52.9819003,0
167.383407,53.09507516,0
138.9816748,73.87058723,0
53.01403585,87.53865848,0
41.14178602,79.35919042,0
173.6525878,71.02735518,0
95.66798522,86.23830807,0
113.159772,56.81574025,1
32.46260946,86.46046567,0
23.4997532,71.50372689,0
157.98915,80.35860071,0
158.937278,60.36069522,1
138.4129665,61.94787077,1
127.1790401,82.28633197,0
55.27044508,71.16217794,0
65.83270102,77.68951481,0
161.3379943,80.43233054,0
71.59428515,64.13641989,0
35.67725449,79.45003254,0
179.8365794,71.19644079,0
75.11542596,88.52446518,1
111.5158081,62.39865217,1
162.8280817,77.44239083,0
158.4909424,58.89149112,1
161.7990018,79.07611218,0
193.1595893,65.74721745,0
21.65236466,59.26278525,0
147.2513343,51.24100992,0
138.4487813,65.46207611,0
126.5788757,68.31669997,0
88.17185424,50.00523062,0
123.3560302,86.97453483,0
107.6195507,80.28891357,0
164.7428547,71.09880114,0
189.3718387,69.93403917,0
48.26077855,74.14978628,0
35.96842567,62.55994271,0
103.8732879,75.25956844,0
46.1774154,70.68567439,0
10.63044849,62.47766413,0
92.77164143,67.6860835,0
175.5496657,67.69417458,0
133.5974944,86.60210137,0
156.2665043,65.08253508,0
118.509185,80.54924717,0
83.03484534,59.08663667,1
144.5220482,82.01171465,0
100.1522156,65.30222084,0
147.2489987,60.09029006,1
42.9531234,76.08444985,0
64.50031345,71.26817153,0
196.6859962,72.86425017,0
171.059751,82.51323071,0
189.0940934,67.25563614,0
169.415544,60.36238724,1
73.68892148,77.25747781,0
159.301512,73.41927569,0
184.6983242,70.57054991,0
130.3887235,62.52224628,0
43.37342345,50.10145279,0
94.18359333,54.87799131,0
109.1900869,63.2991062,0
83.72910715,87.98361981,0
19.08570277,86.91771392,0
60.47470387,55.94225277,0
123.1732614,64.44514035,0
170.8814275,87.35840422,0
34.73657137,55.19495431,0
13.87871228,86.93786127,0
32.41239295,81.50910462,0
17.15998426,56.45821206,0
107.4710728,62.38624639,1
86.69653774,64.30254339,0
23.21667571,51.34823186,0
45.50373981,83.80331793,0
199.9393998,80.05661222,0
55.61873953,81.65471248,0
176.8266957,62.59978085,0
36.53844287,70.7283147,0
105.4114154,63.78492798,0
136.442907,63.69956905,0
74.61672358,75.19449188,0
22.91312364,63.49305243,0
108.9561184,53.42940239,0
19.12784616,51.96517909,0
197.2704224,88.76400086,0
181.7895807,51.45778696,0
46.38899719,67.01360924,0
176.7740971,58.81351141,1
55.23622586,73.9965126,0
114.7395946,84.71836478,0
94.68984545,63.76302293,0
11.33273894,67.64717342,0
42.26127437,78.63932629,0
62.89397891,63.21739669,1
173.3270961,84.16517101,0
101.0401784,58.66638338,1
50.98103,51.97723966,0
188.0775105,89.26854947,0
168.0329025,56.3660399,0
92.21465877,59.03871825,1
82.82189359,57.87625173,1
20.04993936,84.56660751,0
76.05367538,73.74381945,0
39.28586636,61.78914989,0
36.44245511,81.18003365,1
47.46677125,55.61705352,0
197.0337672,63.13352783,0
65.63583492,81.8668572,0
60.61414324,68.79564738,0
