num_1,num_2,num_3,num_4,num_5,nominal_1,nominal_2,ordinal_1,ordinal_2,ordinal_3
-0.463951231,-1.177708735,1.274707863,0.943716554,2.010567733,B,X,Medio,Mediano,Nivel_2
0.12652074,-0.496673865,-1.433501046,-0.28351801,-0.026262251,A,Y,Alto,Grande,Nivel_4
-1.553194555,1.160260884,0.0462611,-1.174914178,-0.653132395,C,W,Alto,Grande,Nivel_3
-0.852835992,0.960466103,0.3261625,-0.954697043,-0.680412651,C,Z,Alto,Grande,Nivel_3
1.144708851,0.833907034,0.061522859,0.768349444,-0.678683113,A,X,Bajo,Pequeño,Nivel_1
1.557284754,1.046562249,0.225471385,0.478493051,-0.9755376,A,Y,Bajo,Pequeño,Nivel_1
-1.147393868,1.001852066,0.539348718,-1.615246771,-0.635739,C,Z,Alto,Grande,Nivel_3
-0.483573972,-1.275982183,0.901685362,1.114675254,1.369125308,B,X,Medio,Mediano,Nivel_2
1.765874067,0.881229595,0.080067614,0.773691022,-0.846118406,A,X,Bajo,Pequeño,Nivel_1
1.655869209,0.969973597,0.156331357,0.98258671,-0.955979431,A,W,Bajo,Pequeño,Nivel_1
1.457096893,0.944133666,-0.263910209,1.362877346,-0.693074793,A,X,Bajo,Pequeño,Nivel_1
-0.127074227,-1.187457239,0.461400043,1.127121912,1.734115365,B,W,Medio,Mediano,Nivel_2
0.061250443,-0.451105854,-1.76141613,0.213750483,-0.163954091,A,Y,Alto,Grande,Nivel_4
1.942934263,0.956870207,-0.003020675,0.805772115,-1.151826359,A,Z,Bajo,Pequeño,Nivel_1
-0.211803912,-1.235922626,0.562724674,1.454093211,1.696505891,B,Z,Medio,Mediano,Nivel_2
-1.678234904,0.853908966,0.856977503,-1.558036482,-0.724119166,C,Z,Alto,Grande,Nivel_3
-0.669193464,-1.258816108,0.960224429,0.612789049,1.78804652,B,Z,Medio,Mediano,Nivel_2
1.9369952,0.986415157,-0.41878321,0.989348338,-0.982161215,A,W,Bajo,Pequeño,Nivel_1
0.670346452,-0.793182978,-2.035810038,0.0345957,0.238933945,A,Z,Alto,Grande,Nivel_4
0.233651038,-1.178888173,0.839798666,0.835114921,1.493115629,B,X,Medio,Mediano,Nivel_2
0.025870407,-0.602802377,-1.827843196,-0.179671194,-0.453584071,A,Z,Alto,Grande,Nivel_4
1.231119542,1.013413467,0.098224376,0.819218723,-0.785913015,A,X,Bajo,Pequeño,Nivel_1
0.082285393,-1.360882515,1.03033555,0.706726647,1.530793629,B,Z,Medio,Mediano,Nivel_2
0.290001463,-1.289192468,0.45435326,0.778176909,1.624271202,B,Z,Medio,Mediano,Nivel_2
0.043885828,-1.256324895,0.515527897,0.514656783,1.612938299,B,Y,Medio,Mediano,Nivel_2
0.255705185,-1.252143093,1.224105213,0.856846415,2.043626315,B,W,Medio,Mediano,Nivel_2
-0.274155541,-1.360195136,0.758200346,0.934642104,1.809323846,B,X,Medio,Mediano,Nivel_2
-0.052497763,-1.39390784,1.411249241,1.136083772,1.588966213,B,W,Medio,Mediano,Nivel_2
-1.208770899,0.93321409,0.758226674,-1.610397211,-0.492777305,C,W,Alto,Grande,Nivel_3
1.386399658,0.945580862,0.629923743,0.776160058,-0.752806298,A,X,Bajo,Pequeño,Nivel_1
-1.106133986,1.084032443,1.121614618,-1.346206804,-1.021883964,C,Y,Alto,Grande,Nivel_3
1.633307626,1.126901592,-0.147343709,0.635181664,-0.966855556,A,Y,Bajo,Pequeño,Nivel_1
0.349143206,-0.592932091,-1.891643303,0.18800151,-0.405534373,A,W,Alto,Grande,Nivel_4
-1.422819382,1.033555087,0.485225029,-1.441997554,-0.654587072,C,X,Alto,Grande,Nivel_3
0.249419792,-1.279163306,0.763196941,0.585720265,1.375883946,B,Z,Medio,Mediano,Nivel_2
-0.926773225,1.051206288,0.615231268,-1.137199253,-0.883363093,C,X,Alto,Grande,Nivel_3
1.724527718,1.033821413,0.109995741,0.745294049,-0.670601649,A,X,Bajo,Pequeño,Nivel_1
0.408783512,-0.565329001,-2.014317296,-0.470728588,-0.030452435,A,Z,Alto,Grande,Nivel_4
-1.295079513,0.989850956,1.010554772,-1.552955201,-0.682709722,C,X,Alto,Grande,Nivel_3
-1.330783019,0.99650287,0.511036401,-1.710061216,-0.746617216,C,Z,Alto,Grande,Nivel_3
-0.62281255,-0.719076454,-1.943320389,0.19015712,-0.01804399,A,Y,Alto,Grande,Nivel_4
-0.130426784,-1.262320227,0.913723657,0.645764192,1.677687964,B,Z,Medio,Mediano,Nivel_2
-0.52286551,-1.415023946,1.252336195,0.92334463,1.538770422,B,X,Medio,Mediano,Nivel_2
0.013672465,-0.732010995,-1.496559956,-0.61293559,-0.140057755,A,Z,Alto,Grande,Nivel_4
0.976324279,1.054471622,-0.073990758,0.577981062,-0.723952277,A,Z,Bajo,Pequeño,Nivel_1
-1.085736166,0.863492705,0.90884916,-1.647380545,-0.784995084,C,Z,Alto,Grande,Nivel_3
-0.050728933,-1.120294505,1.160966537,1.380620102,1.535380851,B,Z,Medio,Mediano,Nivel_2
1.166212634,0.907837848,0.156519344,0.515360267,-0.766120766,A,Z,Bajo,Pequeño,Nivel_1
0.234985977,-1.255925012,0.638540791,1.222393271,1.770132297,B,X,Medio,Mediano,Nivel_2
-1.1262873,0.912435351,0.468209829,-1.954201396,-0.856971969,C,Y,Alto,Grande,Nivel_3
1.841633915,0.936097392,0.372062288,0.16657004,-0.659291722,A,X,Bajo,Pequeño,Nivel_1
-0.372955736,-0.541386382,-1.697858419,-0.135185182,-0.207953464,A,Y,Alto,Grande,Nivel_4
1.660467158,0.972091476,-0.22894701,0.95336482,-0.789552173,A,W,Bajo,Pequeño,Nivel_1
0.408244865,-1.177558788,0.79213898,1.141551836,1.599946727,B,X,Medio,Mediano,Nivel_2
-0.121188048,-0.643918618,-1.407742482,-0.2099326,-0.192226374,A,W,Alto,Grande,Nivel_4
-0.226772966,-1.365771173,0.726819579,0.539066882,2.026369773,B,W,Medio,Mediano,Nivel_2
1.282067694,0.872803074,0.098599152,1.083383101,-0.639635145,A,X,Bajo,Pequeño,Nivel_1
-0.506274025,-1.277620339,0.92021455,0.969081714,1.801169597,B,Y,Medio,Mediano,Nivel_2
-0.352903433,-0.800568093,-1.499238464,0.040755395,0.103102434,A,Y,Alto,Grande,Nivel_4
-0.282117219,-0.678170493,-1.405804337,-0.465383608,-0.180583881,A,Y,Alto,Grande,Nivel_4
0.091812527,-0.730461219,-1.582052183,-0.139640605,-0.141769165,A,Y,Alto,Grande,Nivel_4
-0.729484299,0.888447226,0.926151498,-1.654685102,-0.699944243,C,Y,Alto,Grande,Nivel_3
-0.875402256,0.917474369,0.239519241,-1.991862943,-0.582147119,C,Z,Alto,Grande,Nivel_3
-0.43582389,-1.295293333,1.004189209,0.698322081,1.525519491,B,W,Medio,Mediano,Nivel_2
1.328420651,0.946301381,-0.485772405,0.687756683,-0.78706404,A,Y,Bajo,Pequeño,Nivel_1
0.804862475,0.958042754,-0.266833213,1.038539698,-0.949424531,A,Z,Bajo,Pequeño,Nivel_1
0.70307251,-0.661681449,-1.505939766,0.041648438,-0.000843869,A,W,Alto,Grande,Nivel_4
-0.524339194,-1.211256785,1.29936652,0.219185328,1.530070747,B,Y,Medio,Mediano,Nivel_2
-1.343258893,1.024254517,1.092932886,-1.617457883,-0.790831533,C,Z,Alto,Grande,Nivel_3
-1.621663642,1.139795594,1.159035076,-1.754835878,-0.760729975,C,W,Alto,Grande,Nivel_3
1.099412811,0.970659542,-0.33749346,0.469795316,-0.543602163,A,X,Bajo,Pequeño,Nivel_1
-1.447928873,0.887875912,0.42336385,-1.609656423,-0.648963545,C,Y,Alto,Grande,Nivel_3
0.026635594,-0.85327181,-1.300698043,-0.135189051,-0.020165858,A,X,Alto,Grande,Nivel_4
1.360729707,0.989490974,0.171509533,0.523036799,-0.867112482,A,W,Bajo,Pequeño,Nivel_1
1.643299073,0.960771548,-0.434403937,0.867958749,-0.737751735,A,W,Bajo,Pequeño,Nivel_1
-0.984279529,0.876168586,0.753426883,-1.559144778,-0.602555089,C,Y,Alto,Grande,Nivel_3
-1.342256587,0.924084877,0.984890444,-1.244214152,-0.793625489,C,W,Alto,Grande,Nivel_3
0.067021291,-0.570092531,-1.421406391,-0.184428086,-0.133932999,A,Z,Alto,Grande,Nivel_4
-0.316466078,-1.201089972,1.537291681,0.88556262,1.717891628,B,Z,Medio,Mediano,Nivel_2
-0.37003468,-1.473252079,0.734824111,0.649249159,1.700310883,B,X,Medio,Mediano,Nivel_2
-0.097867585,-0.687747327,-0.967704294,-0.126287236,-0.122237162,A,Y,Alto,Grande,Nivel_4
-1.175266783,1.021329181,0.488801511,-1.796401991,-0.655859038,C,X,Alto,Grande,Nivel_3
-0.633273786,0.84405307,0.012722252,-1.490444975,-0.781280633,C,W,Alto,Grande,Nivel_3
-0.210248233,-1.287154389,0.625260456,0.695045639,1.809036775,B,X,Medio,Mediano,Nivel_2
0.303534874,-0.632417594,-1.637981699,-0.271512272,-0.212388903,A,X,Alto,Grande,Nivel_4
0.31511763,-1.288143262,1.164496176,1.001964008,1.919244021,B,W,Medio,Mediano,Nivel_2
-0.194409038,-0.57299753,-1.750923785,-0.334253087,-0.53909622,A,Z,Alto,Grande,Nivel_4
-0.937985731,1.032347099,0.623556009,-2.018063823,-0.613847003,C,W,Alto,Grande,Nivel_3
-1.003751982,1.005436631,0.515582322,-1.552204089,-0.498109413,C,W,Alto,Grande,Nivel_3
0.264227926,-0.593283408,-1.262467839,-0.356616698,0.037231584,A,X,Alto,Grande,Nivel_4
-0.240927654,-1.14827031,0.958703067,0.924672771,1.599263531,B,X,Medio,Mediano,Nivel_2
-0.721025376,0.935391944,0.523114092,-1.671710682,-0.932670178,C,W,Alto,Grande,Nivel_3
-0.679079868,-1.2700874,0.538181836,0.676194589,1.681801324,B,Y,Medio,Mediano,Nivel_2
-1.115996629,0.939746988,1.004042012,-1.825609107,-0.724638232,C,W,Alto,Grande,Nivel_3
1.340093512,0.830407859,-0.420190209,1.028517707,-0.563264333,A,W,Bajo,Pequeño,Nivel_1
-0.788659753,-1.363090106,0.348852858,0.751614738,1.676593189,B,Y,Medio,Mediano,Nivel_2
-0.337508399,-1.30626919,0.998886393,0.734168457,1.72535947,B,W,Medio,Mediano,Nivel_2
0.278244612,-1.399818531,0.396892616,0.825940752,1.742304713,B,W,Medio,Mediano,Nivel_2
1.136940038,0.954811455,-0.060223682,0.537433129,-0.742699237,A,W,Bajo,Pequeño,Nivel_1
-0.193053315,-0.478189047,-1.575170778,-0.581514014,-0.176499201,A,Z,Alto,Grande,Nivel_4
1.384014333,0.824252834,0.251016747,1.013301014,-0.664839561,A,Z,Bajo,Pequeño,Nivel_1
0.359948771,-1.40164166,1.047243991,0.676494323,1.585740414,B,X,Medio,Mediano,Nivel_2
0.526824682,-0.592723514,-1.727552364,-0.078409891,0.051961106,A,Z,Alto,Grande,Nivel_4
-1.037090701,1.005261585,0.397376727,-1.425076872,-0.794504561,C,Y,Alto,Grande,Nivel_3
-0.488841151,-0.665701748,-1.847332779,-0.499347708,-0.167191914,A,W,Alto,Grande,Nivel_4
-0.02772097,-1.28360978,0.992198435,0.688211411,1.688844476,B,Z,Medio,Mediano,Nivel_2
0.250347571,-1.274301159,1.000969599,1.013206626,1.601178641,B,Y,Medio,Mediano,Nivel_2
-0.185369977,-1.332646167,0.947098153,0.811681479,1.633572062,B,Z,Medio,Mediano,Nivel_2
-0.037530067,-1.328983174,1.04943333,0.648212871,1.348922429,B,X,Medio,Mediano,Nivel_2
1.675959135,0.870321924,-0.170953032,0.725997461,-1.070010899,A,W,Bajo,Pequeño,Nivel_1
1.412817785,0.83323052,-0.2821905,0.995135423,-0.938254632,A,W,Bajo,Pequeño,Nivel_1
0.349853222,-0.777192482,-1.392217382,-0.046117039,-0.252997251,A,X,Alto,Grande,Nivel_4
-1.339748972,0.983779353,0.487749778,-1.779963259,-0.671928079,C,X,Alto,Grande,Nivel_3
1.419442269,0.910113947,-0.050595597,0.325328717,-0.846476158,A,X,Bajo,Pequeño,Nivel_1
-1.145129506,1.239765836,0.616125423,-1.31232849,-0.817424902,C,Z,Alto,Grande,Nivel_3
0.103477403,-0.610898372,-1.400146876,-0.109769608,-0.084015606,A,Y,Alto,Grande,Nivel_4
-0.185786591,-0.703766071,-1.655573804,-0.115681874,-0.105560905,A,W,Alto,Grande,Nivel_4
1.454886992,0.746159526,-0.458062973,0.873905596,-0.67428624,A,Z,Bajo,Pequeño,Nivel_1
-0.19647453,-0.433613674,-1.281920035,-0.303777894,-0.648696873,A,Z,Alto,Grande,Nivel_4
-1.078193582,0.863450662,1.05799285,-1.621576653,-0.490262411,C,X,Alto,Grande,Nivel_3
1.567286054,0.858852894,0.523503387,0.571826174,-1.025203721,A,W,Bajo,Pequeño,Nivel_1
-0.694098031,-1.129897929,0.852826255,1.15074381,1.386743824,B,W,Medio,Mediano,Nivel_2
0.142558922,-0.648408348,-1.931814006,0.027990063,-0.288255694,A,Z,Alto,Grande,Nivel_4
1.260083166,1.044002321,0.021677335,0.38171472,-0.748756173,A,Z,Bajo,Pequeño,Nivel_1
-0.124725343,-1.239378319,0.740222351,0.721598418,1.714985553,B,Y,Medio,Mediano,Nivel_2
-0.205143674,-1.467678508,0.860120712,0.512298486,1.793632016,B,Z,Medio,Mediano,Nivel_2
1.349949731,0.997717996,0.003706082,0.668088952,-0.844400538,A,Z,Bajo,Pequeño,Nivel_1
-0.445983381,-1.301529971,1.174459947,0.695015368,1.823467886,B,X,Medio,Mediano,Nivel_2
0.272794162,-0.650105638,-1.749291788,-0.04685773,-0.128806797,A,X,Alto,Grande,Nivel_4
0.127549838,-0.751460759,-1.5773383,-0.223107557,-0.407694396,A,X,Alto,Grande,Nivel_4
-1.392204186,0.962575933,0.622331347,-1.445076343,-0.659119796,C,X,Alto,Grande,Nivel_3
-1.477776634,1.05694786,0.71365169,-1.7426033,-0.92114229,C,Z,Alto,Grande,Nivel_3
1.034201162,0.809267992,0.072848911,0.899049638,-0.761981453,A,X,Bajo,Pequeño,Nivel_1
0.014813062,-0.644142354,-1.387592195,-0.479057185,-0.245775132,A,X,Alto,Grande,Nivel_4
-0.456702939,-1.256079398,0.691376508,1.084772706,1.646855047,B,Z,Medio,Mediano,Nivel_2
-0.127851444,-0.895298341,-2.018163192,-0.031239592,-0.05830274,A,Z,Alto,Grande,Nivel_4
1.586773249,1.096219188,-0.432130276,1.360137334,-1.157813782,A,X,Bajo,Pequeño,Nivel_1
-0.055480126,-0.713421214,-1.854841256,-0.385256198,-0.419479178,A,Y,Alto,Grande,Nivel_4
-0.049879628,-1.360075826,0.914198922,1.02858664,1.373269372,B,X,Medio,Mediano,Nivel_2
-1.097452762,1.02003338,0.832666336,-1.096122466,-0.722854686,C,Y,Alto,Grande,Nivel_3
-1.250557492,0.950007605,0.847707523,-1.489377957,-0.755925277,C,W,Alto,Grande,Nivel_3
-1.308578176,1.129870702,0.700094014,-1.341818431,-0.958029452,C,W,Alto,Grande,Nivel_3
-1.335096343,0.938691501,0.943322724,-1.429702291,-0.359177698,C,W,Alto,Grande,Nivel_3
1.105899885,0.883724821,-0.048331317,0.698029693,-1.085672613,A,W,Bajo,Pequeño,Nivel_1
0.441196198,-0.569372351,-1.62705486,-0.215450998,-0.162072132,A,X,Alto,Grande,Nivel_4
1.169246872,0.916253736,-0.216206963,0.845028837,-0.391024083,A,X,Bajo,Pequeño,Nivel_1
-0.770555333,1.213979344,0.539570725,-1.712825231,-0.429862919,C,W,Alto,Grande,Nivel_3
-1.096491621,1.22942065,0.460685122,-1.734295485,-0.803041413,C,X,Alto,Grande,Nivel_3
-1.254820704,1.135499707,-0.117030507,-1.326835409,-0.467117291,C,Y,Alto,Grande,Nivel_3
-0.497436081,-1.282355269,0.634427498,0.492627381,1.839729293,B,X,Medio,Mediano,Nivel_2
1.480275902,0.96540798,-0.075459877,0.765555782,-1.061358761,A,W,Bajo,Pequeño,Nivel_1
-0.394813697,-0.66470878,-0.823374704,-0.424029988,0.095049336,A,W,Alto,Grande,Nivel_4
0.182052917,-0.759994776,-1.742643561,0.258468663,-0.23378933,A,Z,Alto,Grande,Nivel_4
-0.096190462,-1.078332286,1.158427809,0.695012408,1.511826391,B,W,Medio,Mediano,Nivel_2
0.193560406,-0.811627369,-1.139939637,0.124380083,-0.311942964,A,Y,Alto,Grande,Nivel_4
-0.481749462,-0.616578221,-1.377927979,-0.343545673,0.083344622,A,Y,Alto,Grande,Nivel_4
-1.190811004,1.161841174,0.463776517,-1.14578501,-0.563862764,C,X,Alto,Grande,Nivel_3
-0.129765416,-0.549496513,-1.574697443,-0.265554818,-0.040716068,A,X,Alto,Grande,Nivel_4
0.390496239,-0.636590641,-1.360191632,-0.244738213,0.059286527,A,X,Alto,Grande,Nivel_4
-1.412909495,0.850835178,0.433943341,-1.609265183,-0.368549634,C,Z,Alto,Grande,Nivel_3
1.713823354,1.021126393,0.156517168,1.152313201,-0.803223606,A,X,Bajo,Pequeño,Nivel_1
1.45203437,0.880376041,-0.056896854,0.727703781,-0.786597729,A,W,Bajo,Pequeño,Nivel_1
-1.010725999,0.951540729,0.813184809,-1.322516787,-0.543603676,C,X,Alto,Grande,Nivel_3
-1.783920869,0.953180063,0.537102211,-1.954415007,-0.830838726,C,X,Alto,Grande,Nivel_3
1.731087661,1.017793952,0.102169941,0.982264426,-0.809199173,A,X,Bajo,Pequeño,Nivel_1
0.490420459,-0.614623807,-1.76595699,-0.236208162,-0.099182635,A,Z,Alto,Grande,Nivel_4
1.933068199,0.938301878,-0.38044754,1.031033805,-1.026399718,A,Z,Bajo,Pequeño,Nivel_1
